"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
13,13,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894620872405,222894620873685
13,13,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894620872405,222894620873685
14,14,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894620998367,222894621000247
14,14,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894620998367,222894621000247
15,15,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894621120169,222894621121569
15,15,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894621120169,222894621121569
16,16,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894621248732,222894621250852
16,16,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894621248732,222894621250852
17,17,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894621381374,222894621382734
17,17,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894621381374,222894621382734
18,18,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894621504136,222894621505976
18,18,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894621504136,222894621505976
19,19,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894621621178,222894621622338
19,19,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894621621178,222894621622338
20,20,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894621741581,222894621743501
20,20,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894621741581,222894621743501
21,21,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894621862023,222894621863303
21,21,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894621862023,222894621863303
22,22,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894621986745,222894621988465
22,22,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894621986745,222894621988465
23,23,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894622107947,222894622109067
23,23,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894622107947,222894622109067
24,24,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894622231550,222894622233350
24,24,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894622231550,222894622233350
25,25,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894622352272,222894622353512
25,25,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894622352272,222894622353512
26,26,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894622472314,222894622474034
26,26,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894622472314,222894622474034
27,27,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894622551275,222894622552595
27,27,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894622551275,222894622552595
28,28,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894622627517,222894622629277
28,28,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894622627517,222894622629277
29,29,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894622705678,222894622707038
29,29,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894622705678,222894622707038
30,30,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894622788640,222894622790520
30,30,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894622788640,222894622790520
31,31,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894622869841,222894622871201
31,31,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894622869841,222894622871201
32,32,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894622952243,222894622954003
32,32,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894622952243,222894622954003
33,33,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894623064205,222894623065565
33,33,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894623064205,222894623065565
34,34,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894623143766,222894623145526
34,34,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894623143766,222894623145526
35,35,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894623221448,222894623222688
35,35,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894623221448,222894623222688
36,36,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894623298089,222894623299889
36,36,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894623298089,222894623299889
37,37,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894623377330,222894623378571
37,37,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894623377330,222894623378571
38,38,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894623457692,222894623459372
38,38,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894623457692,222894623459372
39,39,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894623534813,222894623536093
39,39,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894623534813,222894623536093
40,40,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894623613535,222894623615295
40,40,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894623613535,222894623615295
41,41,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894623690416,222894623691656
41,41,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894623690416,222894623691656
42,42,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894623768258,222894623769978
42,42,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894623768258,222894623769978
43,43,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894623850019,222894623851379
43,43,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894623850019,222894623851379
44,44,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894623929421,222894623931181
44,44,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894623929421,222894623931181
45,45,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624009382,222894624010702
45,45,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624009382,222894624010702
46,46,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894624086583,222894624088383
46,46,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894624086583,222894624088383
47,47,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624165745,222894624166985
47,47,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624165745,222894624166985
48,48,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894624244786,222894624246626
48,48,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894624244786,222894624246626
49,49,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624321108,222894624322468
49,49,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624321108,222894624322468
50,50,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894624402269,222894624404109
50,50,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894624402269,222894624404109
51,51,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624479791,222894624480951
51,51,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624479791,222894624480951
52,52,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894624558192,222894624559952
52,52,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894624558192,222894624559952
53,53,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624634473,222894624635713
53,53,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624634473,222894624635713
54,54,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894624711115,222894624712915
54,54,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894624711115,222894624712915
55,55,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624786076,222894624787356
55,55,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624786076,222894624787356
56,56,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894624862718,222894624864398
56,56,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894624862718,222894624864398
57,57,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894624945679,222894624946919
57,57,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894624945679,222894624946919
58,58,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625024281,222894625025961
58,58,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625024281,222894625025961
59,59,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894625101962,222894625103282
59,59,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894625101962,222894625103282
60,60,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625184963,222894625186804
60,60,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625184963,222894625186804
61,61,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894625263365,222894625264725
61,61,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894625263365,222894625264725
62,62,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625338206,222894625339966
62,62,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625338206,222894625339966
63,63,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894625417688,222894625419048
63,63,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894625417688,222894625419048
64,64,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625498249,222894625500049
64,64,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625498249,222894625500049
65,65,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894625578971,222894625580331
65,65,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894625578971,222894625580331
66,66,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625660892,222894625662612
66,66,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625660892,222894625662612
67,67,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894625737774,222894625738974
67,67,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894625737774,222894625738974
68,68,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625816175,222894625817975
68,68,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625816175,222894625817975
69,69,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894625895376,222894625896656
69,69,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894625895376,222894625896656
70,70,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894625979298,222894625981058
70,70,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894625979298,222894625981058
71,71,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894626057099,222894626058339
71,71,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894626057099,222894626058339
72,72,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894626138221,222894626140101
72,72,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894626138221,222894626140101
73,73,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894626218742,222894626219942
73,73,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894626218742,222894626219942
74,74,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894626296344,222894626298064
74,74,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894626296344,222894626298064
75,75,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894626373465,222894626374825
75,75,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894626373465,222894626374825
76,76,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894626452427,222894626454227
76,76,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894626452427,222894626454227
77,77,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894626527428,222894626528828
77,77,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894626527428,222894626528828
78,78,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894626610790,222894626612550
78,78,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894626610790,222894626612550
79,79,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894626690591,222894626691911
79,79,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894626690591,222894626691911
80,80,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894626770152,222894626771952
80,80,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894626770152,222894626771952
81,81,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894626846354,222894626847674
81,81,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",31.000000,222894626846354,222894626847674
82,82,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",368.000000,222894626924395,222894626926155
82,82,"Agent 2",1,1321563,1321563,2048,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_MISS",376.000000,222894626924395,222894626926155
83,83,"Agent 2",1,1321563,1321563,256,10,"__amd_rocclr_fillBufferAligned",256,0,0,8,0,48,"TCC_HIT",30.000000,222894627006397,222894627007597
